Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Davis,200547,6,7,0.86,19,36,0.53,16,41,0.39,18,62,0.29,30,56,0.54
Mathis,188726,1,1,1.00,0,0,0.00,0,1,0.00,1,1,1.00,1,2,0.50
John,199143,0,1,0.00,5,8,0.62,4,7,0.57,11,21,0.52,1,1,1.00
Reeves,204406,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Ochoa,194509,18,27,0.67,63,114,0.55,45,94,0.48,83,240,0.35,45,81,0.56
Spivey,184071,5,6,0.83,158,261,0.61,39,89,0.44,11,36,0.31,31,59,0.53
Kunz,185841,0,0,0.00,153,250,0.61,14,26,0.54,7,26,0.27,2,10,0.20
Xu,192800,44,57,0.77,15,39,0.38,69,134,0.51,79,216,0.37,131,259,0.51
Gaffney,192172,36,62,0.58,19,29,0.66,28,107,0.26,52,162,0.32,119,267,0.45
Drake,190328,12,20,0.60,9,13,0.69,12,24,0.50,24,70,0.34,23,46,0.50
Simms,189893,1,1,1.00,65,106,0.61,4,9,0.44,3,11,0.27,6,9,0.67
Perkins,189527,1,4,0.25,38,70,0.54,8,18,0.44,5,15,0.33,6,12,0.50
Cook,185446,13,19,0.68,17,33,0.52,13,33,0.39,24,59,0.41,38,88,0.43
Sanchez,200037,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00
Brower,199878,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Reid,191663,23,32,0.72,43,71,0.61,37,126,0.29,55,152,0.36,89,196,0.45
Redding,190899,12,22,0.55,76,163,0.47,38,76,0.50,16,54,0.30,80,170,0.47
Pardo,189035,4,4,1.00,256,446,0.57,8,16,0.50,11,41,0.27,9,24,0.38
Childs,199204,25,33,0.76,25,52,0.48,45,102,0.44,60,157,0.38,67,153,0.44
Cook,198877,21,38,0.55,8,14,0.57,33,92,0.36,51,137,0.37,71,153,0.46
DeLong,197075,3,3,1.00,1,7,0.14,8,17,0.47,6,20,0.30,2,8,0.25
Calvin,196087,7,11,0.64,129,230,0.56,22,40,0.55,20,47,0.43,27,72,0.38
Cockrell,205279,1,2,0.50,2,3,0.67,3,6,0.50,4,12,0.33,3,4,0.75
Seymour,202136,10,15,0.67,24,39,0.62,19,46,0.41,23,78,0.29,17,27,0.63
Baldwin,198084,0,0,0.00,10,15,0.67,4,11,0.36,0,4,0.00,0,3,0.00
Patterson,199015,0,0,0.00,4,7,0.57,0,0,0.00,0,0,0.00,1,2,0.50
Covington,202678,1,1,1.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Pearson,185523,27,36,0.75,56,94,0.60,25,53,0.47,43,131,0.33,47,92,0.51
Harris,195252,9,9,1.00,75,156,0.48,42,105,0.40,34,125,0.27,12,21,0.57
O`Connell,193096,0,0,0.00,170,317,0.54,14,39,0.36,7,15,0.47,2,13,0.15
Gleason,183281,10,13,0.77,42,78,0.54,41,108,0.38,0,4,0.00,19,40,0.47
Davidson,201354,63,98,0.64,24,41,0.59,79,172,0.46,111,284,0.39,294,538,0.55
Todd,192238,0,0,0.00,9,24,0.38,3,4,0.75,2,7,0.29,3,6,0.50
O`Neil,186681,5,6,0.83,2,4,0.50,8,13,0.62,10,23,0.43,8,16,0.50
N`Diaye,215474,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Briggs,205027,5,7,0.71,32,78,0.41,28,79,0.35,24,90,0.27,13,32,0.41
Cooke,199002,7,9,0.78,0,5,0.00,7,24,0.29,25,74,0.34,5,19,0.26
Pellegrino,204917,1,3,0.33,4,5,0.80,3,5,0.60,1,8,0.12,2,3,0.67
Weller,188361,7,9,0.78,12,32,0.38,18,52,0.35,21,90,0.23,9,26,0.35
Dutton,200220,1,2,0.50,142,281,0.51,43,91,0.47,54,127,0.43,4,20,0.20
Kee,205469,0,0,0.00,93,191,0.49,17,38,0.45,2,11,0.18,3,17,0.18
Tate,192387,14,17,0.82,6,10,0.60,17,61,0.28,0,16,0.00,22,29,0.76
McDonnell,188635,16,27,0.59,13,30,0.43,19,78,0.24,27,104,0.26,50,112,0.45
Nash,203085,5,5,1.00,35,67,0.52,33,76,0.43,34,137,0.25,5,12,0.42
Patten,198933,5,6,0.83,46,102,0.45,48,114,0.42,28,84,0.33,12,29,0.41
Cueto,198587,6,12,0.50,3,7,0.43,16,34,0.47,19,60,0.32,30,66,0.45
Farmer,193623,6,10,0.60,6,9,0.67,3,14,0.21,5,14,0.36,8,14,0.57
Wellman,204931,2,3,0.67,4,5,0.80,5,24,0.21,5,15,0.33,5,16,0.31
Russo,205556,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Saxton,189113,22,27,0.81,30,55,0.55,42,93,0.45,50,137,0.36,37,90,0.41
Chance,188583,15,19,0.79,107,219,0.49,30,62,0.48,14,44,0.32,54,97,0.56
Doty,183296,2,2,1.00,245,455,0.54,9,22,0.41,0,0,0.00,8,15,0.53
Williamson,185273,42,52,0.81,18,40,0.45,48,104,0.46,44,103,0.43,122,213,0.57
Toledo,192550,45,56,0.80,15,23,0.65,70,138,0.51,64,175,0.37,159,329,0.48
Penn,199760,20,25,0.80,18,33,0.55,28,54,0.52,42,136,0.31,22,55,0.40
Holliday,198313,2,2,1.00,42,82,0.51,1,5,0.20,5,14,0.36,4,9,0.44
Page,194152,0,0,0.00,10,16,0.62,1,1,1.00,0,1,0.00,0,2,0.00
Brock,187340,3,5,0.60,15,32,0.47,19,41,0.46,36,100,0.36,14,25,0.56
Jameson,200488,0,1,0.00,0,0,0.00,3,3,1.00,0,0,0.00,0,0,0.00
Francis,203045,0,0,0.00,0,0,0.00,0,1,0.00,2,2,1.00,1,1,1.00
Spivey,201793,0,0,0.00,5,8,0.62,0,0,0.00,0,0,0.00,0,0,0.00
Thomas,203692,0,0,0.00,0,0,0.00,1,2,0.50,0,3,0.00,0,0,0.00
Lauzerique,188061,0,0,0.00,6,9,0.67,1,1,1.00,0,1,0.00,1,2,0.50
Pearson,195182,4,5,0.80,45,106,0.42,22,54,0.41,30,64,0.47,10,23,0.43
Todd,188432,0,1,0.00,200,363,0.55,7,15,0.47,3,4,0.75,5,12,0.42
Turley,197384,2,4,0.50,132,241,0.55,3,6,0.50,0,2,0.00,20,47,0.43
Gill,204834,11,12,0.92,18,28,0.64,17,49,0.35,22,59,0.37,5,14,0.36
Parks,187404,69,96,0.72,20,34,0.59,102,228,0.45,80,228,0.35,310,646,0.48
Becker,201513,6,8,0.75,14,20,0.70,18,45,0.40,23,78,0.29,6,15,0.40
Falk,200519,16,22,0.73,17,39,0.44,21,55,0.38,30,133,0.23,12,30,0.40
Burton,197228,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Carpenter,200799,0,0,0.00,2,3,0.67,0,0,0.00,0,0,0.00,0,0,0.00
Simmons,205032,4,7,0.57,4,6,0.67,17,29,0.59,13,37,0.35,7,25,0.28
Nishimura,186094,13,17,0.76,82,137,0.60,44,101,0.44,4,9,0.44,26,54,0.48
McLean,200690,2,3,0.67,193,332,0.58,22,51,0.43,1,2,0.50,16,33,0.48
Mullins,188701,4,6,0.67,180,325,0.55,13,34,0.38,4,6,0.67,15,34,0.44
Seals,183257,15,21,0.71,28,49,0.57,44,85,0.52,96,250,0.38,41,78,0.53
Blackburn,197697,19,25,0.76,8,22,0.36,29,58,0.50,50,141,0.35,30,63,0.48
Tharp,204776,2,2,1.00,100,192,0.52,22,45,0.49,1,4,0.25,13,29,0.45
Henry,202060,5,5,1.00,42,75,0.56,21,55,0.38,22,78,0.28,3,10,0.30
Perkins,200361,12,13,0.92,23,52,0.44,28,65,0.43,1,5,0.20,5,9,0.56
Chaffin,196093,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Wright,195777,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Ingram,184307,28,38,0.74,60,105,0.57,52,123,0.42,77,192,0.40,87,169,0.51
Wiley,191367,3,6,0.50,207,351,0.59,37,66,0.56,22,60,0.37,11,22,0.50
Lanham,186683,2,4,0.50,203,381,0.53,11,18,0.61,1,4,0.25,5,10,0.50
Lewis,198433,45,61,0.74,25,43,0.58,44,110,0.40,96,263,0.37,63,139,0.45
Hyde,189278,47,73,0.64,6,13,0.46,38,103,0.37,42,110,0.38,181,363,0.50
Atkins,204361,0,0,0.00,0,0,0.00,0,3,0.00,0,1,0.00,0,0,0.00
Wilkinson,196759,0,1,0.00,50,92,0.54,1,4,0.25,0,0,0.00,3,3,1.00
McBride,194200,15,16,0.94,35,60,0.58,19,50,0.38,35,108,0.32,22,58,0.38
Oakley,193167,1,1,1.00,53,87,0.61,5,14,0.36,4,12,0.33,2,9,0.22
Ewing,195566,0,0,0.00,0,0,0.00,0,0,0.00,5,7,0.71,0,0,0.00
Chisholm,201406,0,0,0.00,0,0,0.00,2,3,0.67,1,1,1.00,0,1,0.00
Estep,191090,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00
Kroll,192289,19,23,0.83,44,80,0.55,21,60,0.35,28,89,0.31,50,109,0.46
Duarte,192541,0,0,0.00,3,8,0.38,3,5,0.60,0,0,0.00,0,2,0.00
Bush,194445,1,1,1.00,43,81,0.53,3,13,0.23,2,10,0.20,6,11,0.55
Frazier,188000,6,7,0.86,7,9,0.78,10,22,0.45,18,59,0.31,1,11,0.09
Reardon,190391,23,32,0.72,27,44,0.61,37,98,0.38,110,304,0.36,55,107,0.51
Loya,204608,34,42,0.81,15,41,0.37,33,119,0.28,55,156,0.35,74,170,0.44
Scott,204511,3,3,1.00,158,277,0.57,9,25,0.36,14,36,0.39,11,20,0.55
Lozano,200829,5,6,0.83,17,47,0.36,33,77,0.43,41,140,0.29,7,28,0.25
Larson,193575,0,0,0.00,2,2,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Russell,192909,1,2,0.50,0,0,0.00,1,1,1.00,2,4,0.50,2,2,1.00
O`Leary,198747,0,1,0.00,54,104,0.52,4,7,0.57,2,8,0.25,2,4,0.50
Reilly,197943,0,1,0.00,0,2,0.00,5,9,0.56,2,13,0.15,1,3,0.33
Hammons,187716,25,33,0.76,59,94,0.63,29,85,0.34,49,131,0.37,80,152,0.53
Arevalo,213050,0,0,0.00,51,94,0.54,3,14,0.21,4,11,0.36,3,9,0.33
Adams,192200,1,1,1.00,208,343,0.61,16,29,0.55,9,18,0.50,4,13,0.31
Flanagan,194275,49,61,0.80,17,37,0.46,25,67,0.37,44,115,0.38,83,175,0.47
Sosa,189433,19,28,0.68,25,47,0.53,52,113,0.46,134,340,0.39,42,99,0.42
Chapman,194438,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Stallings,193952,1,2,0.50,0,2,0.00,6,11,0.55,0,8,0.00,3,4,0.75
Castillo,193888,8,12,0.67,73,136,0.54,44,103,0.43,50,127,0.39,29,62,0.47
Griffin,205484,1,1,1.00,5,8,0.62,1,2,0.50,1,1,1.00,2,2,1.00
Neumann,202361,14,20,0.70,7,14,0.50,14,30,0.47,28,83,0.34,13,27,0.48
Kohler,197499,1,1,1.00,4,6,0.67,4,12,0.33,0,1,0.00,5,5,1.00
Dione,215194,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Bradley,202535,2,2,1.00,2,5,0.40,0,4,0.00,1,10,0.10,1,3,0.33
Vincent,199005,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,2,0.00
Jacobson,188728,11,12,0.92,47,72,0.65,30,71,0.42,68,165,0.41,12,35,0.34
Finnegan,186404,12,15,0.80,142,230,0.62,2,27,0.07,11,22,0.50,32,64,0.50
Velazquez,190958,2,3,0.67,141,266,0.53,1,4,0.25,5,20,0.25,7,8,0.88
Hahn,194549,51,72,0.71,16,30,0.53,58,114,0.51,59,171,0.35,114,246,0.46
Mayberry,184253,39,58,0.67,27,40,0.68,78,150,0.52,115,328,0.35,120,297,0.40
Shelton,194084,7,12,0.58,125,238,0.53,5,11,0.45,6,17,0.35,30,62,0.48
Dale,193475,1,2,0.50,2,3,0.67,4,8,0.50,6,20,0.30,3,4,0.75
Wilkerson,190150,52,77,0.68,12,18,0.67,51,114,0.45,24,70,0.34,160,329,0.49
Whitaker,200836,2,6,0.33,21,35,0.60,21,55,0.38,28,101,0.28,17,35,0.49
Best,200257,0,1,0.00,3,6,0.50,4,7,0.57,2,7,0.29,4,8,0.50
Pence,200131,2,2,1.00,31,65,0.48,3,12,0.25,1,7,0.14,4,6,0.67
Battle,192342,9,9,1.00,7,11,0.64,6,24,0.25,10,25,0.40,5,20,0.25
Askew,205178,1,1,1.00,27,53,0.51,5,8,0.62,1,5,0.20,3,12,0.25
Smith,191624,24,32,0.75,39,70,0.56,40,120,0.33,44,120,0.37,52,119,0.44
Garvey,201243,2,4,0.50,53,96,0.55,30,61,0.49,27,83,0.33,10,18,0.56
Berry,199016,2,5,0.40,83,156,0.53,71,169,0.42,66,240,0.28,13,45,0.29
Meehan,196875,6,8,0.75,0,5,0.00,9,14,0.64,4,18,0.22,7,13,0.54
Alston,194965,1,1,1.00,75,140,0.54,10,21,0.48,4,15,0.27,4,8,0.50
Messina,192280,4,4,1.00,36,59,0.61,5,17,0.29,8,23,0.35,10,15,0.67
Shuman,188313,30,43,0.70,42,69,0.61,46,107,0.43,63,201,0.31,107,226,0.47
Howard,202234,0,0,0.00,2,2,1.00,0,1,0.00,1,3,0.33,0,0,0.00
Fingers,200481,1,1,1.00,2,3,0.67,1,3,0.33,0,0,0.00,2,4,0.50
Allred,197263,1,1,1.00,21,39,0.54,0,0,0.00,0,0,0.00,3,5,0.60
Paul,195669,1,2,0.50,5,9,0.56,8,29,0.28,2,6,0.33,8,22,0.36
Gueye,205686,7,10,0.70,146,302,0.48,30,70,0.43,9,52,0.17,29,71,0.41
Tsai,212682,1,3,0.33,227,411,0.55,9,23,0.39,0,1,0.00,13,26,0.50
Simpson,199960,25,35,0.71,6,14,0.43,25,54,0.46,41,171,0.24,24,53,0.45
Shackleford,190188,12,24,0.50,56,108,0.52,95,201,0.47,15,40,0.38,59,118,0.50
Wang,205898,3,5,0.60,91,175,0.52,40,82,0.49,16,83,0.19,8,16,0.50
Garcia,205361,5,9,0.56,0,1,0.00,0,3,0.00,4,18,0.22,2,4,0.50
Burger,204727,33,42,0.79,19,40,0.47,52,152,0.34,2,12,0.17,47,97,0.48
Mahoney,204606,0,0,0.00,16,30,0.53,1,1,1.00,0,2,0.00,0,3,0.00
Ellison,204012,1,1,1.00,3,6,0.50,3,7,0.43,11,21,0.52,1,1,1.00
Hill,196285,3,4,0.75,1,3,0.33,2,9,0.22,6,13,0.46,4,8,0.50
Oliva,192782,0,0,0.00,3,6,0.50,3,6,0.50,4,8,0.50,0,0,0.00
McDowell,189783,8,12,0.67,33,74,0.45,39,98,0.40,108,293,0.37,17,36,0.47
Campbell,199808,2,3,0.67,69,133,0.52,2,7,0.29,0,3,0.00,12,28,0.43
Walsh,211706,0,0,0.00,157,279,0.56,11,30,0.37,7,19,0.37,6,14,0.43
Ackerman,199700,27,42,0.64,11,24,0.46,47,101,0.47,38,122,0.31,42,97,0.43
Dow,188643,80,107,0.75,28,53,0.53,118,269,0.44,5,14,0.36,303,584,0.52
Welch,201935,0,0,0.00,60,114,0.53,7,18,0.39,6,13,0.46,4,7,0.57
Weller,201033,0,0,0.00,15,31,0.48,9,20,0.45,8,28,0.29,0,3,0.00
Ford,199977,4,4,1.00,2,3,0.67,4,11,0.36,2,10,0.20,5,9,0.56
Johansson,199750,2,3,0.67,27,53,0.51,11,25,0.44,5,19,0.26,5,12,0.42
Felder,198173,5,7,0.71,6,9,0.67,10,29,0.34,18,46,0.39,7,16,0.44
Rhodes,199095,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
O`Neill,200337,1,1,1.00,0,0,0.00,0,0,0.00,0,1,0.00,1,2,0.50
Diouf,216202,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Spicer,188363,22,40,0.55,63,109,0.58,57,127,0.45,77,204,0.38,111,235,0.47
Randall,189848,2,3,0.67,169,293,0.58,4,13,0.31,0,1,0.00,10,16,0.62
Carollo,189876,4,4,1.00,201,339,0.59,0,2,0.00,1,1,1.00,12,20,0.60
Cross,199105,16,24,0.67,20,36,0.56,24,52,0.46,66,185,0.36,13,23,0.57
Shuler,196652,29,29,1.00,12,17,0.71,24,51,0.47,48,137,0.35,18,60,0.30
Gruber,191240,15,23,0.65,18,37,0.49,31,70,0.44,38,113,0.34,33,66,0.50
Matthews,188955,1,3,0.33,77,139,0.55,10,21,0.48,9,21,0.43,9,18,0.50
Ward,199246,1,1,1.00,1,7,0.14,1,5,0.20,11,22,0.50,3,6,0.50
Hardy,198275,1,1,1.00,1,2,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Hutchins,203925,3,5,0.60,3,6,0.50,6,13,0.46,12,26,0.46,0,1,0.00
Guthrie,203575,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Smith,191419,19,23,0.83,59,83,0.71,17,45,0.38,63,172,0.37,25,51,0.49
Bocchi,189448,2,3,0.67,19,34,0.56,4,9,0.44,10,17,0.59,2,7,0.29
Agnew,187513,0,0,0.00,51,92,0.55,0,1,0.00,1,1,1.00,7,10,0.70
Mora,189395,44,52,0.85,28,41,0.68,42,96,0.44,61,210,0.29,43,82,0.52
Hernandez,191884,49,65,0.75,82,115,0.71,75,192,0.39,74,183,0.40,119,238,0.50
Silva,205504,0,1,0.00,5,8,0.62,4,7,0.57,2,4,0.50,3,4,0.75
Fritz,205290,0,1,0.00,0,0,0.00,0,0,0.00,0,1,0.00,1,1,1.00
Goodwin,204521,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Stacy,203533,0,0,0.00,3,9,0.33,1,2,0.50,1,2,0.50,0,1,0.00
Wilson,203222,3,3,1.00,0,1,0.00,2,4,0.50,6,20,0.30,3,3,1.00
Bayer,203573,1,1,1.00,2,5,0.40,1,2,0.50,3,5,0.60,2,3,0.67
Lester,199633,1,2,0.50,152,264,0.58,38,91,0.42,59,138,0.43,10,26,0.38
Wolf,205922,0,0,0.00,5,7,0.71,0,0,0.00,0,1,0.00,0,0,0.00
Houser,200472,1,4,0.25,2,4,0.50,9,22,0.41,12,37,0.32,12,25,0.48
Stern,198969,2,5,0.40,21,35,0.60,14,42,0.33,11,51,0.22,1,8,0.12
Fredrick,195579,4,7,0.57,33,51,0.65,2,12,0.17,5,18,0.28,7,8,0.88
Moran,197119,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00
Jameson,196525,6,8,0.75,35,78,0.45,41,102,0.40,87,260,0.33,13,22,0.59
Lauretti,187728,8,14,0.57,145,287,0.51,35,88,0.40,30,62,0.48,53,105,0.50
Biggs,195891,8,17,0.47,142,280,0.51,2,13,0.15,0,1,0.00,44,87,0.51
Seaton,192789,19,25,0.76,8,20,0.40,41,92,0.45,51,148,0.34,51,133,0.38
Crawford,193561,46,69,0.67,7,17,0.41,37,95,0.39,44,141,0.31,121,255,0.47
Lawson,195069,0,0,0.00,1,2,0.50,0,0,0.00,0,1,0.00,0,1,0.00
Bishop,194340,12,19,0.63,87,181,0.48,19,48,0.40,27,90,0.30,16,27,0.59
Holmes,192320,9,11,0.82,8,21,0.38,3,14,0.21,12,29,0.41,3,7,0.43
Andrews,203201,16,23,0.70,6,12,0.50,14,39,0.36,15,49,0.31,7,18,0.39
Allen,203014,0,0,0.00,7,16,0.44,1,7,0.14,0,2,0.00,1,1,1.00
Jeffries,192651,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Baker,201255,1,1,1.00,0,0,0.00,0,0,0.00,0,3,0.00,1,1,1.00
Canizles,204412,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Stoyanov,197466,26,30,0.87,30,73,0.41,64,131,0.49,80,191,0.42,56,138,0.41
Tucker,195524,1,1,1.00,63,112,0.56,7,15,0.47,4,9,0.44,8,12,0.67
Robinson,185926,0,0,0.00,163,270,0.60,17,33,0.52,16,42,0.38,3,6,0.50
York,190574,25,33,0.76,18,35,0.51,66,122,0.54,170,391,0.43,22,50,0.44
Montgomery,187016,33,44,0.75,11,23,0.48,21,71,0.30,52,155,0.34,66,170,0.39
Garvin,195459,7,8,0.88,9,13,0.69,13,30,0.43,35,76,0.46,3,7,0.43
Kellogg,189584,5,7,0.71,11,28,0.39,13,29,0.45,17,47,0.36,18,43,0.42
Grant,189196,20,24,0.83,3,6,0.50,10,27,0.37,9,35,0.26,48,107,0.45
Brinson,187138,20,31,0.65,110,207,0.53,14,41,0.34,2,12,0.17,88,159,0.55
Gibson,207930,0,0,0.00,23,55,0.42,1,5,0.20,0,6,0.00,4,6,0.67
Owens,192761,1,2,0.50,2,2,1.00,0,6,0.00,2,4,0.50,5,10,0.50
Hicks,204974,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,1,1,1.00
Rayford,195251,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Reynolds,196549,15,23,0.65,40,86,0.47,44,97,0.45,61,160,0.38,77,139,0.55
Sandoval,184547,8,9,0.89,202,323,0.63,8,28,0.29,19,60,0.32,22,38,0.58
Barbour,189235,2,2,1.00,272,444,0.61,22,50,0.44,7,25,0.28,6,11,0.55
Ryan,184163,58,83,0.70,31,63,0.49,51,133,0.38,86,198,0.43,174,335,0.52
Dimov,214174,29,41,0.71,13,27,0.48,38,92,0.41,41,111,0.37,38,84,0.45
Smallwood,199201,0,0,0.00,25,54,0.46,0,5,0.00,2,3,0.67,1,3,0.33
Sharp,198990,0,1,0.00,15,28,0.54,8,15,0.53,16,50,0.32,7,10,0.70
Jackson,195293,17,27,0.63,3,8,0.38,13,35,0.37,26,78,0.33,35,64,0.55
Fish,192880,2,2,1.00,46,74,0.62,6,15,0.40,4,13,0.31,3,9,0.33
Brown,191077,6,9,0.67,3,3,1.00,10,18,0.56,2,16,0.12,11,20,0.55
Parks,205273,1,1,1.00,0,1,0.00,0,1,0.00,0,1,0.00,1,1,1.00
Wilkinson,196816,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Sanford,190535,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bayer,192809,17,32,0.53,42,99,0.42,48,86,0.56,42,117,0.36,79,156,0.51
Tracy,190495,2,2,1.00,100,171,0.58,4,9,0.44,1,2,0.50,9,22,0.41
Armstrong,204690,2,3,0.67,100,195,0.51,37,72,0.51,6,20,0.30,10,16,0.62
Burke,188038,59,76,0.78,43,74,0.58,67,132,0.51,152,406,0.37,86,186,0.46
McGwire,192049,18,21,0.86,20,41,0.49,38,73,0.52,58,178,0.33,23,42,0.55
Mason,194641,29,40,0.72,16,28,0.57,33,76,0.43,41,121,0.34,62,128,0.48
Kolb,189925,1,1,1.00,26,38,0.68,2,6,0.33,1,9,0.11,2,6,0.33
Myles,183572,4,6,0.67,32,56,0.57,25,49,0.51,30,88,0.34,19,31,0.61
Tskitishvili,208378,1,1,1.00,39,72,0.54,1,4,0.25,4,13,0.31,0,1,0.00
Harrison,199321,0,1,0.00,2,3,0.67,8,25,0.32,14,46,0.30,2,5,0.40
Rose,208242,0,0,0.00,12,17,0.71,1,2,0.50,0,0,0.00,1,1,1.00
Mack,198409,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Donaldson,201152,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Jackson,213370,0,0,0.00,5,5,1.00,0,2,0.00,2,13,0.15,0,1,0.00
Becker,201233,4,5,0.80,2,4,0.50,6,12,0.50,6,10,0.60,8,16,0.50
Sager,183693,12,16,0.75,68,93,0.73,32,73,0.44,66,175,0.38,51,87,0.59
Gay,199821,3,4,0.75,152,257,0.59,19,47,0.40,16,40,0.40,9,19,0.47
Brewer,195071,10,13,0.77,241,387,0.62,10,22,0.45,11,23,0.48,31,70,0.44
Cochrane,193013,10,14,0.71,26,33,0.79,28,57,0.49,29,101,0.29,19,31,0.61
Healey,190453,43,64,0.67,6,18,0.33,55,119,0.46,45,141,0.32,142,324,0.44
O`Donnell,191480,0,1,0.00,70,108,0.65,6,20,0.30,2,12,0.17,1,5,0.20
Butler,184753,7,8,0.88,10,18,0.56,14,29,0.48,0,0,0.00,4,5,0.80
Lancaster,199732,27,36,0.75,18,34,0.53,27,61,0.44,75,212,0.35,6,22,0.27
Hull,198534,4,4,1.00,2,8,0.25,2,7,0.29,8,33,0.24,10,17,0.59
Bates,192185,2,2,1.00,67,107,0.63,13,42,0.31,18,52,0.35,4,13,0.31
Harmon,204583,0,0,0.00,5,10,0.50,0,2,0.00,1,5,0.20,2,3,0.67
Kilpatrick,205103,0,0,0.00,7,12,0.58,2,2,1.00,1,2,0.50,0,1,0.00
Carlson,202180,1,3,0.33,0,3,0.00,1,2,0.50,5,11,0.45,3,5,0.60
Carlin,210086,7,8,0.88,89,171,0.52,23,61,0.38,48,106,0.45,12,26,0.46
Pence,184937,1,2,0.50,200,333,0.60,8,16,0.50,4,8,0.50,5,7,0.71
Easton,184997,1,3,0.33,242,393,0.62,11,29,0.38,6,12,0.50,11,18,0.61
Rice,195331,20,34,0.59,15,29,0.52,29,76,0.38,41,118,0.35,43,85,0.51
Beatty,193108,18,28,0.64,3,6,0.50,15,40,0.38,28,75,0.37,69,120,0.57
Kane,187146,28,42,0.67,27,47,0.57,74,144,0.51,70,215,0.33,63,136,0.46
Andersson,212890,4,5,0.80,9,18,0.50,12,20,0.60,30,77,0.39,5,9,0.56
Stockton,202435,0,1,0.00,59,97,0.61,2,6,0.33,0,0,0.00,4,10,0.40
Perryman,201405,18,24,0.75,4,8,0.50,13,26,0.50,19,44,0.43,27,49,0.55
Day,201663,3,4,0.75,2,4,0.50,0,3,0.00,2,6,0.33,2,2,1.00
Tillman,205517,1,1,1.00,0,1,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Parker,204729,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Jett,200712,31,45,0.69,15,30,0.50,34,79,0.43,54,152,0.36,53,130,0.41
Forrest,210394,0,0,0.00,34,66,0.52,2,5,0.40,0,0,0.00,1,1,1.00
Armstrong,195925,5,6,0.83,3,5,0.60,2,11,0.18,5,17,0.29,9,22,0.41
Cobb,188285,3,3,1.00,181,312,0.58,41,94,0.44,31,90,0.34,7,23,0.30
McQueen,191349,4,4,1.00,173,256,0.68,23,44,0.52,15,29,0.52,16,34,0.47
Akins,198213,0,0,0.00,8,11,0.73,1,4,0.25,0,3,0.00,4,8,0.50
Jones,197982,5,6,0.83,3,6,0.50,1,3,0.33,3,16,0.19,7,14,0.50
Stuart,193582,11,13,0.85,83,154,0.54,30,66,0.45,69,184,0.38,10,25,0.40
Scott,204648,0,0,0.00,4,5,0.80,5,12,0.42,4,12,0.33,2,5,0.40
Easton,189032,17,22,0.77,51,113,0.45,13,28,0.46,0,1,0.00,25,43,0.58
Lawson,200029,35,49,0.71,19,30,0.63,18,66,0.27,29,111,0.26,117,238,0.49
Morrison,202897,1,1,1.00,0,2,0.00,0,1,0.00,1,8,0.12,1,3,0.33
Greco,202029,12,23,0.52,28,66,0.42,29,81,0.36,50,163,0.31,16,53,0.30
Estes,201928,3,3,1.00,2,3,0.67,2,4,0.50,7,11,0.64,1,5,0.20
Conner,202732,1,1,1.00,5,12,0.42,3,8,0.38,8,18,0.44,1,4,0.25
